l1d_mono_lat,85944226,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
t2_reads,70331,
t2_writes,59205,
t3_hits,29868613,
t3_reads,15180656,
t3_writes,14687957,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
t2_reads,70331,
t2_writes,59205,
t3_hits,29868613,
t3_reads,15180656,
t3_writes,14687957,
l1d_mono_lat,85944226,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
t2_reads,70331,
t2_writes,59205,
t3_hits,29868613,
t3_reads,15180656,
t3_writes,14687957,
l1d_mono_lat,85944226,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
t2_reads,70331,
t2_writes,59205,
t3_hits,29868613,
t3_reads,15180656,
t3_writes,14687957,
l1d_mono_lat,85944226,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
t2_reads,70331,
t2_writes,59205,
t3_hits,29868613,
t3_reads,15180656,
t3_writes,14687957,
l1d_mono_lat,85944226,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
t2_reads,70331,
t2_writes,59205,
t3_hits,29868613,
t3_reads,15180656,
t3_writes,14687957,
l1d_mono_lat,85944226,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
t2_reads,70331,
t2_writes,59205,
t3_hits,29868613,
t3_reads,15180656,
t3_writes,14687957,
l1d_mono_lat,85944226,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
t2_reads,70331,
t2_writes,59205,
t3_hits,29868613,
t3_reads,15180656,
t3_writes,14687957,
l1d_mono_lat,85944226,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
t2_reads,70331,
t2_writes,59205,
t3_hits,29868613,
t3_reads,15180656,
t3_writes,14687957,
l1d_mono_lat,85944226,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
t2_reads,70331,
t2_writes,59205,
t3_hits,29868613,
t3_reads,15180656,
t3_writes,14687957,
l1d_mono_lat,85944226,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
t2_reads,70331,
t2_writes,59205,
t3_hits,29868613,
t3_reads,15180656,
t3_writes,14687957,
l1d_mono_lat,85944226,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
t2_reads,70331,
t2_writes,59205,
t3_hits,29868613,
t3_reads,15180656,
t3_writes,14687957,
l1d_mono_lat,85944226,
l1d_reads,28158956,
l1d_trail_lat,73026925,
l1d_writes,14813157,
t0_hits,12917301,
t0_reads,12858678,
t0_writes,58623,
t1_hits,56663,
t1_reads,49291,
t1_writes,7372,
t2_hits,129536,
