l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
l1d_mono_lat,98283444,
l1d_reads,29100453,
l1d_trail_lat,90019551,
l1d_writes,20041269,
t0_hits,8263893,
t0_reads,3315790,
t0_writes,4948103,
t1_hits,29853,
t1_reads,18240,
t1_writes,11613,
t2_hits,42688,
t2_reads,25516,
t2_writes,17172,
t3_hits,40805288,
t3_reads,25740907,
t3_writes,15064381,
