l1d_mono_lat,82526614,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
t1_reads,1076328,
t1_writes,866942,
t2_hits,1058745,
t2_reads,616122,
t2_writes,442623,
t3_hits,33049513,
t3_reads,21376230,
t3_writes,11673283,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
t1_reads,1076328,
t1_writes,866942,
t2_hits,1058745,
t2_reads,616122,
t2_writes,442623,
t3_hits,33049513,
t3_reads,21376230,
t3_writes,11673283,
l1d_mono_lat,82526614,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
t1_reads,1076328,
t1_writes,866942,
t2_hits,1058745,
t2_reads,616122,
t2_writes,442623,
t3_hits,33049513,
t3_reads,21376230,
t3_writes,11673283,
l1d_mono_lat,82526614,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
t1_reads,1076328,
t1_writes,866942,
t2_hits,1058745,
t2_reads,616122,
t2_writes,442623,
t3_hits,33049513,
t3_reads,21376230,
t3_writes,11673283,
l1d_mono_lat,82526614,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
t1_reads,1076328,
t1_writes,866942,
t2_hits,1058745,
t2_reads,616122,
t2_writes,442623,
t3_hits,33049513,
t3_reads,21376230,
t3_writes,11673283,
l1d_mono_lat,82526614,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
t1_reads,1076328,
t1_writes,866942,
t2_hits,1058745,
t2_reads,616122,
t2_writes,442623,
t3_hits,33049513,
t3_reads,21376230,
t3_writes,11673283,
l1d_mono_lat,82526614,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
t1_reads,1076328,
t1_writes,866942,
t2_hits,1058745,
t2_reads,616122,
t2_writes,442623,
t3_hits,33049513,
t3_reads,21376230,
t3_writes,11673283,
l1d_mono_lat,82526614,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
t1_reads,1076328,
t1_writes,866942,
t2_hits,1058745,
t2_reads,616122,
t2_writes,442623,
t3_hits,33049513,
t3_reads,21376230,
t3_writes,11673283,
l1d_mono_lat,82526614,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
t1_reads,1076328,
t1_writes,866942,
t2_hits,1058745,
t2_reads,616122,
t2_writes,442623,
t3_hits,33049513,
t3_reads,21376230,
t3_writes,11673283,
l1d_mono_lat,82526614,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
t1_reads,1076328,
t1_writes,866942,
t2_hits,1058745,
t2_reads,616122,
t2_writes,442623,
t3_hits,33049513,
t3_reads,21376230,
t3_writes,11673283,
l1d_mono_lat,82526614,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
t1_reads,1076328,
t1_writes,866942,
t2_hits,1058745,
t2_reads,616122,
t2_writes,442623,
t3_hits,33049513,
t3_reads,21376230,
t3_writes,11673283,
l1d_mono_lat,82526614,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
t1_reads,1076328,
t1_writes,866942,
t2_hits,1058745,
t2_reads,616122,
t2_writes,442623,
t3_hits,33049513,
t3_reads,21376230,
t3_writes,11673283,
l1d_mono_lat,82526614,
l1d_reads,25954363,
l1d_trail_lat,77314835,
l1d_writes,15308944,
t0_hits,5211779,
t0_reads,2885683,
t0_writes,2326096,
t1_hits,1943270,
